idx,title,text,url
544,1993,"1993 (MCMXCIII) е обикновена година, започваща в петък според Григорианския календар",https://bg.wikipedia.org/wiki/1993
545,1994,"Събития

 8 януари – Валери Поляков започва своя 437,7 престой в орбита, като опит за спечелване на световния рекорд за най-много дни, прекарани в орбита",https://bg.wikipedia.org/wiki/1994
546,1995,"Събития

 1 януари – Швеция, Финландия и Австрия се присъединяват към Европейския съюз",https://bg.wikipedia.org/wiki/1995
547,1996,"Събития

 10 февруари – Компютър побеждава Гари Каспаров на шах",https://bg.wikipedia.org/wiki/1996
548,1997,"Събития

мини|205px|[[Рийбок Стейдиъм]]

В България

 3 януари – Конфедерация на труда Подкрепа започва масови протести срещу проектното правителство на Българската социалистическа партия",https://bg.wikipedia.org/wiki/1997
549,1998,"Събития

 28 януари – открити са първите 5 станции от първия метродиаметър на Софийския метрополитен
 28 март – в Интернет започва да се предава програмата на първото българско радио, излъчващо он-лайн в Интернет – Радио „Пловдив“
 25 юни – „Майкрософт“ издава една от своите най-популярни операционни системи – Windows 98
 4 септември
 За първи път във Великобритания се излъчва Стани богат
 Основана е компанията Гугъл
 19 октомври – Излиза Starcraft
 20 ноември – Излиза Half-Life

Родени

мини|100px|[[Ел Фанинг]]
 21 март – Петър Байков, български актьор и инфлуенсър
 9 април – Ел Фанинг, американска актриса
 10 април – Климентина Фърцова, българска театрална и филмова актриса
 7 май – Михаела Маринова, българска поп певица
 8 юли – Джейдън Смит, американски актьор, рапър, певец и автор на песни
 30 юли – Гери-Никол, българска поп певица
 8 август – Шон Мендес, канадски певец и автор на песни
 9 септември – Дара, българска поп певица
 18 декември – Балена Ланджева, българска актриса

Починали

 Йордан Томов, български футболист
 5 януари – Сони Боно, американски музикант и политик
 15 януари – Владимир Свинтила, български писател, литературен критик, публицист, журналист и преводач (р",https://bg.wikipedia.org/wiki/1998
550,1999,"мини|Пълното [[слънчево затъмнение]] от 1999 година, погледнато от [[България]]",https://bg.wikipedia.org/wiki/1999
551,2000,"мини|Посрещане на 2000 година във [[Франкфурт]], [[Германия]]",https://bg.wikipedia.org/wiki/2000
552,2003,мини|Новогодишна украинска пощенска марка за 2003 година,https://bg.wikipedia.org/wiki/2003
553,2004,мини|Цунами от 2004 година (обхват),https://bg.wikipedia.org/wiki/2004
554,2005,"2005 (MMV) е обикновена година, започваща в събота според Григорианския календар",https://bg.wikipedia.org/wiki/2005
555,2006,"2006 (MMVI) е обикновена година, започваща в неделя според Григорианския календар",https://bg.wikipedia.org/wiki/2006
556,2007,"2007 (MMVII) година е обикновена година, започваща в понеделник според Григорианския календар",https://bg.wikipedia.org/wiki/2007
557,2008,"2008 (MMVIII) е високосна година, започваща във вторник според Григорианския календар",https://bg.wikipedia.org/wiki/2008
558,2009,"2009 (MMIX) година е обикновена година, започваща в четвъртък според Григорианския календар",https://bg.wikipedia.org/wiki/2009
559,19 век,мини|230px|Карта на света mрез 1897 г,https://bg.wikipedia.org/wiki/19_%D0%B2%D0%B5%D0%BA
560,1800,"Събития

 14 март – Кардинал Барнаба Киарамонти е избран за папа Пий VII",https://bg.wikipedia.org/wiki/1800
561,1801,"1801 (MDCCCI) година е обикновена година, започваща в четвъртък според Григорианския календар",https://bg.wikipedia.org/wiki/1801
562,1802,"1802 (MDCCCII) година е обикновена година, започваща в петък според Григорианския календар",https://bg.wikipedia.org/wiki/1802
563,1803,"1803 (MDCCCIII) година е обикновена година, започваща в събота според Григорианския календар",https://bg.wikipedia.org/wiki/1803
564,1804,"1804 (MDCCCIV) е високосна година, започваща в неделя според Григорианския календар",https://bg.wikipedia.org/wiki/1804
565,1805,"1805 (MDCCCV) година е обикновена година, започваща във вторник според Григорианския календар",https://bg.wikipedia.org/wiki/1805
566,1806,"1806 (MDCCCVI) година е обикновена година, започваща в сряда според Григорианския календар",https://bg.wikipedia.org/wiki/1806
567,1807,"1807 (MDCCCVII) година е обикновена година, започваща в четвъртък според Григорианския календар",https://bg.wikipedia.org/wiki/1807
568,1808,"1808 (MDCCCVIII) е високосна година, започваща в петък според Григорианския календар",https://bg.wikipedia.org/wiki/1808
569,1809,"1809 (MDCCCIX) година е обикновена година, започваща в неделя според Григорианския календар",https://bg.wikipedia.org/wiki/1809
570,1810,"1810 (MDCCCX) година е обикновена година, започваща в понеделник според Григорианския календар",https://bg.wikipedia.org/wiki/1810
571,1811,"1811 (MDCCCXI) година е обикновена година, започваща във вторник според Григорианския календар",https://bg.wikipedia.org/wiki/1811
572,1812,"1812 (MDCCCXII) е високосна година, започваща в сряда според Григорианския календар",https://bg.wikipedia.org/wiki/1812
573,1813,"1813 (MDCCCXIII) година е обикновена година, започваща в петък според Григорианския календар",https://bg.wikipedia.org/wiki/1813
574,1814,"1814 (MDCCCXIV) година е обикновена година, започваща в събота според Григорианския календар",https://bg.wikipedia.org/wiki/1814
575,1815,"1815 (MDCCCXV) година е обикновена година, започваща в неделя според Григорианския календар",https://bg.wikipedia.org/wiki/1815
576,1816,"1816 (MDCCCXVI) е високосна година, започваща в понеделник според Григорианския календар",https://bg.wikipedia.org/wiki/1816
577,1817,"1817 (MDCCCXVII) година е обикновена година, започваща в сряда според Григорианския календар",https://bg.wikipedia.org/wiki/1817
578,1818,"Събития

 4 април – ",https://bg.wikipedia.org/wiki/1818
579,1819,"Събития

 17 декември – На територията на испанското вицекралство Нова Гранада е образувана държавата Велика Колумбия",https://bg.wikipedia.org/wiki/1819
580,1820,"Събития

Родени

 Желю войвода, български войвода
 Никола Богориди, османски политик
 Георги Зимбилев, български просветен деец
 Димитър Лютаков, български революционер
 Сава Доброплодни, български просветен деец
 11 януари – Александър Серов, руски композитор и музикален критик († 1871 г",https://bg.wikipedia.org/wiki/1820
581,1821,"Събития

 10 август – Мисури става 24-тия щат на САЩ",https://bg.wikipedia.org/wiki/1821
582,1822,"Събития

 Бразилия получава независимост от португалската империя",https://bg.wikipedia.org/wiki/1822
583,1823,"Събития

Родени

 Ал",https://bg.wikipedia.org/wiki/1823
584,1824,"Събития

 Петър Берон отпечатва своя „Рибен Буквар“
 Осъществено е преливане на кръв от човек на човек",https://bg.wikipedia.org/wiki/1824
585,1825,"Събития

 Ханс Кристиан Оерстед изолирал метала алуминий при редукция на алуминиев трихлорид с калий",https://bg.wikipedia.org/wiki/1825
586,1826,"Събития

 В Османската империя Махмуд II премахва „Кръвния данък“

Родени

 10 март – Георги Миркович, български революционер
 5 май – Евгения, императрица на Франция
 26 май – Елизавета Михайловна, Херцогиня Нассау
 4 юли – Стивън Фостър, американски композитор
 13 август – Неделя Петкова, българска просветителка
 17 септември – Бернхард Риман, немски математик
 24 ноември – Карло Колоди, италиански писател

Починали

 19 февруари – Атанас Богориди, гръцки писател
 5 юли – Томас Стамфорд Рафълс, британски изследовател
 18 юли – Айзък Шелби, американски военнослужещ и политик
 22 септември – Йохан Петер Хебел, немски писател и педагог (р",https://bg.wikipedia.org/wiki/1826
587,1827,"Събития

Родени

 Иван Ведър, български масон
 Максимилиан Фаянс, полски художник и фотограф
 21 май – Константин Победоносцев, руски политик
 12 юни – Йохана Спири, швейцарска писателка
 15 юни – Пьотър Шувалов, руски дипломат и политик
 20 август – Йозеф Щраус, австрийски композитор
 28 август – Екатерина Михайловна, Велика руска княгиня
 16 октомври – Арнолд Бьоклин, швейцарски художник
 17 ноември – Петко Славейков, български поет, писател, публицист, учител, общественик и фолклорист
 26 ноември – Елън Г",https://bg.wikipedia.org/wiki/1827
588,1828,"Събития

Родени

 Гийом Лежан, френски пътешественик
 Григорий Доростолски и Червенски, български духовник
 Никола Образописов, Български художник и иконописец
 15 януари – Димитро Папазоглу, български предприемач
 8 февруари – Жул Верн, френски писател
 18 март – Уилям Рандъл Кримър, британски политик
 20 март – Хенрик Ибсен, норвежки драматург
 8 май – Анри Дюнан, швейцарски общественик
 12 май – Данте Габриел Росети, английски поет, преводач, илюстратор и живописец
 24 юли – Николай Чернишевски, руски писател и философ
 28 юли – Йосиф Гурко,
 27 август – Христо Г",https://bg.wikipedia.org/wiki/1828
589,1829,"Събития

В света

 Основан е град Ибадан, Норвегия",https://bg.wikipedia.org/wiki/1829
590,1830,"Събития

 Френска окупация на Алжир",https://bg.wikipedia.org/wiki/1830
591,1831,"Събития

 19 ноември – Велика Колумбия окончателно се разпада на Нова Гранада, Венецуела и Еквадор",https://bg.wikipedia.org/wiki/1831
592,1832,"Събития

Родени

 Осман паша, османски офицер
 Мелетий Софийски, български духовник
 Неофит VIII Константинополски, цариградски патриарх
 Стоян Костов, български просветен деец
 6 януари – Гюстав Доре, Художник и гравьор
 13 януари – Хорейшо Алджър, американски писател
 23 януари – Едуард Мане, френски художник
 23 януари – Едуар Мане, френски художник
 27 януари – Луис Карол, британски писател и математик
 27 януари – Артър Хюс, британски художник
 29 януари – Николай Игнатиев, руски дипломат
 10 март – Георги Ангелиев, български революционер
 19 април – Хосе Ечегарай, испански драматург
 10 юни – Николаус Ото, немски изобретател
 23 юни – Павел Чистяков, руски художник и преподавател
 5 август – Апостол Маргарит, арумънски просветител
 16 август – Вилхелм Вунт, германски психолог
 29 септември – Йоахим Опенхайм, еврейски равин
 6 ноември – Михаил Николаевич, велик княз на Русия
 29 ноември – Луиза Мей Олкът,
 8 декември – Бьорнстерн Бьорнсон, норвежки писател
 8 декември – Бьорнстерне Бьорнсон, норвежки писател
 15 декември – Густав Айфел, френски инженер
 30 декември – Михаил Константинович Клодт, руски художник, пейзажист († 1902 г",https://bg.wikipedia.org/wiki/1832
593,1833,"Събития

 25 ноември – Земетресение в Суматра, Индонезия

Родени

 Казимир Ернрот, руски генерал
 Александър Нелидов, руски дипломат
 Георги Вълкович, български лекар и политик
 Пьотър Гресер, руски офицер
 Феликс Бракмон, френски художник и гравьор
 Хараламби Натов, български свещеник и просветител
 19 януари – Ели Дюкомен, швейцарски политик
 28 март – Нил Попов, руски историк
 2 април – Август Александър Ярнефелт, руски офицер
 4 май – Валерий Якоби, руски художник († 1902 г",https://bg.wikipedia.org/wiki/1833
594,1834,"1834 (MDCCCXXXIV) година е обикновена година, започваща в сряда според Григорианския календар",https://bg.wikipedia.org/wiki/1834
595,1835,"Събития

 1 декември – Ханс Кристиан Андерсен издава първата си книга с приказки",https://bg.wikipedia.org/wiki/1835
596,1836,"Събития

Родени

 Анастасиос Пихеон, гръцки революционер († 1913 г",https://bg.wikipedia.org/wiki/1836
597,1837,"Събития

 Уилям Проктър и Джеймс Гембъл основават „Проктър и Гембъл“

Родени

 ? – Пиер Огюст Кот, френски художник
 Марко Балабанов, български политик
 Ангел Обретенов, български революционер
 Иван Касабов, български революционер
 Мирон Бешков, български общественик
 Стефан Сливков, български революционер и политик
 Цачо Шишков, български доброволец
 23 февруари – Димитър Душанов, български книжовник, преводач
 21 април – Фредрик Байер, датски политик
 29 април – Жорж Буланже, френски генерал
 27 май – Иван Крамской, руски художник и критик
 22 юни – Пол Чарлс Морфи, американски шахматист
 22 юни – Пол Морфи, американски шахматист
 18 юли – Васил Левски, български революционер и национален герой (стар стил – 6 юли)
 11 август – Сади Карно, Президент на Франция
 14 декември – Марин Калугеров, български духовник
 24 декември – Елизабет Баварска (Сиси), австрийска императрица

Починали

 11 януари – Франсоа Жерар, френски художник
 29 януари – Александър Пушкин, руски писател (нов стил: 10 февруари)
 19 февруари – Георг Бюхнер, немски писател
 31 март – Джон Констабъл, английски художник
 5 май – Николо Цингарели, италиански композитор (р",https://bg.wikipedia.org/wiki/1837
598,1838,"Събития

Родени

 Ма",https://bg.wikipedia.org/wiki/1838
599,1839,"Събития

 Въведен е Кристалографският индекс на Милър от британския минералог и кристалограф Уилям Милър",https://bg.wikipedia.org/wiki/1839
600,1840,"Събития

 Руснаците основават град Александропол в Армения",https://bg.wikipedia.org/wiki/1840
601,1841,"Събития

 ? – Открити са Мерзебургските заклинания от Георг Вайц",https://bg.wikipedia.org/wiki/1841
602,1842,"Събития

Родени

 Ви",https://bg.wikipedia.org/wiki/1842
603,1843,"Събития

 В град Елена е отворено първото класно училище в България Даскалоливница",https://bg.wikipedia.org/wiki/1843
604,1844,"Събития

 На 21 март е сключен едикт за веротърпимост в Светите земи между британското и османското правителства",https://bg.wikipedia.org/wiki/1844
605,1845,"Събития

Меморандумът от 1845 година е първата програма за културно-национална автономия на българите",https://bg.wikipedia.org/wiki/1845
606,1846,"Събития

 Класното училище в Копривщица",https://bg.wikipedia.org/wiki/1846
607,1847,"Събития

Родени

 Димитър Греков – български политик
 Емануил Богориди – румънски аристократ
 Тодор Кирков – български революционер
 5 (17) януари – Николай Жуковски, руски учен, създател на науката аеродинамика
 Иржи Прошек, чешки предприемач
 Никола Живков, български просветен деец
 Петър Иванов, български просветен деец
 май – Василий Доростолски и Червенски, български духовник
 11 февруари – Томас Едисън, американски изобретател
 1 април – Йордан Брадел, български лекар
 19 април – Фердинанд Фелнер, австрийски архитект
 7 май – Арчибалд Роузбъри, британски политик
 23 май – Михаил Греков, революционер и публицист
 1 юли – Хайнрих Гелцер, немски историк
 13 август – Георги Странски, български политик
 20 август – Болеслав Прус, Полски писател
 14 септември – Павел Яблочков, руски изобретател
 21 октомври – Джузепе Джакоза, италиански писател, драматург и либретист
 24 октомври – Атанас Гюдженов, български художник († 1936)
 8 ноември – Брам Стокър, ирландски писател
 25 декември – Христо Ботев, български поет, революционер и патриот",https://bg.wikipedia.org/wiki/1847
608,1848,Тази година е от много голямо значение в исторически план поради вълната от революции,https://bg.wikipedia.org/wiki/1848
609,1849,"Събития

Родени

 Дж",https://bg.wikipedia.org/wiki/1849
610,Векове,виж Век,https://bg.wikipedia.org/wiki/%D0%92%D0%B5%D0%BA%D0%BE%D0%B2%D0%B5
611,1910-те,"1910-те са десетилетие на 20 век, обхващащо периода от 1 януари 1910 до 31 декември 1919 година",https://bg.wikipedia.org/wiki/1910-%D1%82%D0%B5
612,1920-те,"1920-те са третото десетилетие на 20 век, обхващащо периода от 1 януари 1920 до 31 декември 1929 година",https://bg.wikipedia.org/wiki/1920-%D1%82%D0%B5
613,1930-те,"1930-те са десетилетие на 20 век, обхващащо периода от 1 януари 1930 до 31 декември 1939 година",https://bg.wikipedia.org/wiki/1930-%D1%82%D0%B5
614,1940-те,"1940-те са десетилетие на 20 век, обхващащо периода от 1 януари 1940 до 31 декември 1949 година",https://bg.wikipedia.org/wiki/1940-%D1%82%D0%B5
615,1950-те,"1950-те са десетилетие на 20 век, обхващащо периода от 1 януари 1950 до 31 декември 1959 година",https://bg.wikipedia.org/wiki/1950-%D1%82%D0%B5
616,1960-те,"мини|270п|Строежът на [[Берлинската стена]], 1961 г",https://bg.wikipedia.org/wiki/1960-%D1%82%D0%B5
617,1990-те,"90-те години на 20 век е десетото и последно десетилетие на 20 век, започва на 1 януари 1990 г",https://bg.wikipedia.org/wiki/1990-%D1%82%D0%B5
618,Христо Ботев,"Хрѝсто Бо̀тьов Петко̀в,Някъде името е изписвано и като Хр",https://bg.wikipedia.org/wiki/%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%BE_%D0%91%D0%BE%D1%82%D0%B5%D0%B2
619,Добри Войников,"Добри Попов Войников е български възрожденски учител, драматург, общественик и журналист, музикален и театрален деец",https://bg.wikipedia.org/wiki/%D0%94%D0%BE%D0%B1%D1%80%D0%B8_%D0%92%D0%BE%D0%B9%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2
620,Софроний Врачански,"Софроний Врачански е български духовник, врачански епископ, народен будител и пръв последовател на делото на Паисий Хилендарски",https://bg.wikipedia.org/wiki/%D0%A1%D0%BE%D1%84%D1%80%D0%BE%D0%BD%D0%B8%D0%B9_%D0%92%D1%80%D0%B0%D1%87%D0%B0%D0%BD%D1%81%D0%BA%D0%B8
621,Васил Друмев,Климент (светско име Васил Николов ДрумевБорис Цацов,https://bg.wikipedia.org/wiki/%D0%92%D0%B0%D1%81%D0%B8%D0%BB_%D0%94%D1%80%D1%83%D0%BC%D0%B5%D0%B2
622,Райко Жинзифов,Райко Иванов (Йоанов) Жинзифов е виден български поет от Българското възраждане,https://bg.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B9%D0%BA%D0%BE_%D0%96%D0%B8%D0%BD%D0%B7%D0%B8%D1%84%D0%BE%D0%B2
623,Любен Каравелов,Лю̀бен Сто̀йчев Каравѐлов (1834Енциклопедия „България“,https://bg.wikipedia.org/wiki/%D0%9B%D1%8E%D0%B1%D0%B5%D0%BD_%D0%9A%D0%B0%D1%80%D0%B0%D0%B2%D0%B5%D0%BB%D0%BE%D0%B2
624,Константин Миладинов,"Константин Христов Миладинов е български поет от Македония, роден около 1830 г",https://bg.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_%D0%9C%D0%B8%D0%BB%D0%B0%D0%B4%D0%B8%D0%BD%D0%BE%D0%B2
625,Васил Попович,"Васил (Василаки) Попович е български писател, академик и политик",https://bg.wikipedia.org/wiki/%D0%92%D0%B0%D1%81%D0%B8%D0%BB_%D0%9F%D0%BE%D0%BF%D0%BE%D0%B2%D0%B8%D1%87
626,Григор Пърличев,"Григор Ставрев Пърличев е български възрожденец, учител, писател и преводач от Охрид",https://bg.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80_%D0%9F%D1%8A%D1%80%D0%BB%D0%B8%D1%87%D0%B5%D0%B2
627,Георги Раковски,"Георги Стойков Раковски (по рождение Съби Стойков Попович, известен и като Георги Сава Раковски) е български революционер и възрожденец",https://bg.wikipedia.org/wiki/%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8_%D0%A0%D0%B0%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8
628,Г. С. Раковски,виж Георги Раковски,https://bg.wikipedia.org/wiki/%D0%93._%D0%A1._%D0%A0%D0%B0%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8
629,Стефан Стамболов,"Стѐфан Нико̀лов Стамболо̀в е бележит български държавник и революционер, както и журналист и поет",https://bg.wikipedia.org/wiki/%D0%A1%D1%82%D0%B5%D1%84%D0%B0%D0%BD_%D0%A1%D1%82%D0%B0%D0%BC%D0%B1%D0%BE%D0%BB%D0%BE%D0%B2
630,Паисий Хилендарски,"Паисий Хилендарски, често наричан още Отец Паисий, e български народен будител, духовник и светия, автор на „История славянобългарска“",https://bg.wikipedia.org/wiki/%D0%9F%D0%B0%D0%B8%D1%81%D0%B8%D0%B9_%D0%A5%D0%B8%D0%BB%D0%B5%D0%BD%D0%B4%D0%B0%D1%80%D1%81%D0%BA%D0%B8
631,Добри Чинтулов,"Добри Петров Чинтулов (1822 – 1886) е български поет, композитор и педагог",https://bg.wikipedia.org/wiki/%D0%94%D0%BE%D0%B1%D1%80%D0%B8_%D0%A7%D0%B8%D0%BD%D1%82%D1%83%D0%BB%D0%BE%D0%B2
632,Константин Преславски,"Константин епископ Преславски (9 век-10 век) е старобългарски писател и църковен деец, представител на Преславската книжовна школа",https://bg.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_%D0%9F%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D1%81%D0%BA%D0%B8
633,Мара Белчева,Мара Иванова Белчева е българска поетеса,https://bg.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D0%B0_%D0%91%D0%B5%D0%BB%D1%87%D0%B5%D0%B2%D0%B0
634,Димитър Бояджиев,"Димитър Иванов Бояджиев е български поет, един от първите майстори на елегията в българската литература, наред с Димчо Дебелянов",https://bg.wikipedia.org/wiki/%D0%94%D0%B8%D0%BC%D0%B8%D1%82%D1%8A%D1%80_%D0%91%D0%BE%D1%8F%D0%B4%D0%B6%D0%B8%D0%B5%D0%B2
635,Иван Вазов,"Ива̀н Мѝнчов Ва̀зов е български поет, писател и драматург, наричан често „Патриарх на българската литература“",https://bg.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD_%D0%92%D0%B0%D0%B7%D0%BE%D0%B2
636,Константин Величков,"Константин Величков Петков е български политик от Народната партия, по-късно от Прогресивнолибералната партия",https://bg.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_%D0%92%D0%B5%D0%BB%D0%B8%D1%87%D0%BA%D0%BE%D0%B2
637,Димчо Дебелянов,"Димчо Велев Дебелянов (роден като Динчо Дебелянов) е български поет, автор на лирични и сатирични стихотворения, публикувани в различни периодични издания",https://bg.wikipedia.org/wiki/%D0%94%D0%B8%D0%BC%D1%87%D0%BE_%D0%94%D0%B5%D0%B1%D0%B5%D0%BB%D1%8F%D0%BD%D0%BE%D0%B2
638,Иван Йончев,Иван Петров Йончев е български поет,https://bg.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD_%D0%99%D0%BE%D0%BD%D1%87%D0%B5%D0%B2
639,Алеко Константинов,"Алѐко Ива̀ницов Константѝнов (познат с псевдонима Щастливеца) е български писател, адвокат, общественик и основоположник на организираното туристическо движение в България",https://bg.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D0%BE_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2
640,Официални празници в България,"'Официалните празници в Република България' са определени от Кодекса на труда, член 154",https://bg.wikipedia.org/wiki/%D0%9E%D1%84%D0%B8%D1%86%D0%B8%D0%B0%D0%BB%D0%BD%D0%B8_%D0%BF%D1%80%D0%B0%D0%B7%D0%BD%D0%B8%D1%86%D0%B8_%D0%B2_%D0%91%D1%8A%D0%BB%D0%B3%D0%B0%D1%80%D0%B8%D1%8F
641,Стоян Михайловски,"Стоян Николов Михайловски е виден български писател и общественик, политик, председател на Върховния македоно-одрински комитет",https://bg.wikipedia.org/wiki/%D0%A1%D1%82%D0%BE%D1%8F%D0%BD_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B8
642,Търново,виж Велико Търново,https://bg.wikipedia.org/wiki/%D0%A2%D1%8A%D1%80%D0%BD%D0%BE%D0%B2%D0%BE
643,Велико Търново,"Велѝко Тъ̀рново е град, намиращ се в Северна България, център на едноименната област, както и на Северен централен регион",https://bg.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE_%D0%A2%D1%8A%D1%80%D0%BD%D0%BE%D0%B2%D0%BE
644,Астрономия,"мини|275px|Снимка на кратера [[Дедал (кратер)|Дедал]] на повърхността на [[Луна]]та, заснет от екипажа на [[Аполо]] през [[1969]] г",https://bg.wikipedia.org/wiki/%D0%90%D1%81%D1%82%D1%80%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D1%8F
645,Единен граждански номер,"'Единният граждански номер (съкратено ЕГН, е-ге-не') представлява 10-цифрен низ от няколко числа, който е уникален за всеки български гражданин или постоянно пребиваващ чужденец",https://bg.wikipedia.org/wiki/%D0%95%D0%B4%D0%B8%D0%BD%D0%B5%D0%BD_%D0%B3%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%D1%81%D0%BA%D0%B8_%D0%BD%D0%BE%D0%BC%D0%B5%D1%80
646,Алън Тюринг,"Алън Матисън Тюринг () е британски математик, логик, криптоаналитик, информатик и философ",https://bg.wikipedia.org/wiki/%D0%90%D0%BB%D1%8A%D0%BD_%D0%A2%D1%8E%D1%80%D0%B8%D0%BD%D0%B3
647,Народно творчество,'Народно творчество или фолклор' е събирателно понятие за литературни и музикални произведения с неизвестен или неуточнен (анонимен) автор,https://bg.wikipedia.org/wiki/%D0%9D%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%BE_%D1%82%D0%B2%D0%BE%D1%80%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE
648,Пенчо Славейков,Пенчо Петков Славейков е български поет,https://bg.wikipedia.org/wiki/%D0%9F%D0%B5%D0%BD%D1%87%D0%BE_%D0%A1%D0%BB%D0%B0%D0%B2%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2
649,Захарий Стоянов,"Захарий Стоянов, роден като Джендо Стоянов Джедев, е български революционер, политик, журналист и писател",https://bg.wikipedia.org/wiki/%D0%97%D0%B0%D1%85%D0%B0%D1%80%D0%B8%D0%B9_%D0%A1%D1%82%D0%BE%D1%8F%D0%BD%D0%BE%D0%B2
650,Биология,"Биологията (;  – живот и  – учение, наука – „наука за живота“) е фундаментална природна наука, изучаваща живота и живите организми, включително тяхното устройство, начин на функциониране, растеж, разпространение, произход и развитие, таксономия и връзките между тях и неживата природа",https://bg.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F
651,Антон Страшимиров,"Антон Тодоров Страшимиров е български писател, драматург, публицист и политик",https://bg.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D0%BE%D0%BD_%D0%A1%D1%82%D1%80%D0%B0%D1%88%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2
652,Списък на реките в България,В този списък по азбучен ред са изброени всичките 325 реки в България с дължина над 20 km,https://bg.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D1%8A%D0%BA_%D0%BD%D0%B0_%D1%80%D0%B5%D0%BA%D0%B8%D1%82%D0%B5_%D0%B2_%D0%91%D1%8A%D0%BB%D0%B3%D0%B0%D1%80%D0%B8%D1%8F
653,Искър,"мини|250px|Карта на разположението на водосборния басейн на Искър в България
мини|250px|Река Искър при с",https://bg.wikipedia.org/wiki/%D0%98%D1%81%D0%BA%D1%8A%D1%80
654,Хектар,"'Хектарът' (hectare) е единица за измерване на площ, кратна на ар (използвана е SI-представката „hecto“)",https://bg.wikipedia.org/wiki/%D0%A5%D0%B5%D0%BA%D1%82%D0%B0%D1%80
655,Кв. м,виж Квадратен метър,https://bg.wikipedia.org/wiki/%D0%9A%D0%B2._%D0%BC
656,Кв. м.,виж Квадратен метър,https://bg.wikipedia.org/wiki/%D0%9A%D0%B2._%D0%BC.
657,Квадратен метър,"'Квадратен метър' е единица за измерване на площ, равна на площта на квадрат със страна 1 метър",https://bg.wikipedia.org/wiki/%D0%9A%D0%B2%D0%B0%D0%B4%D1%80%D0%B0%D1%82%D0%B5%D0%BD_%D0%BC%D0%B5%D1%82%D1%8A%D1%80
658,Квадратен километър,"'Квадратният километър (означение km2) е единица за измерване на площ, кратна на основната единица за площ квадратен метър според международната система единици SI",https://bg.wikipedia.org/wiki/%D0%9A%D0%B2%D0%B0%D0%B4%D1%80%D0%B0%D1%82%D0%B5%D0%BD_%D0%BA%D0%B8%D0%BB%D0%BE%D0%BC%D0%B5%D1%82%D1%8A%D1%80
659,Квадратен сантиметър,виж Квадратен метър,https://bg.wikipedia.org/wiki/%D0%9A%D0%B2%D0%B0%D0%B4%D1%80%D0%B0%D1%82%D0%B5%D0%BD_%D1%81%D0%B0%D0%BD%D1%82%D0%B8%D0%BC%D0%B5%D1%82%D1%8A%D1%80
660,Ар,"Арът е единица за измерване на площ, производна на квадратния метър",https://bg.wikipedia.org/wiki/%D0%90%D1%80
661,Петък,'Петък' е петият ден от седмицата,https://bg.wikipedia.org/wiki/%D0%9F%D0%B5%D1%82%D1%8A%D0%BA
662,Понеделник,'Понеделник' е първият ден от седмицата (ISO 8601),https://bg.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D0%BD%D0%B8%D0%BA
663,Вторник,'Вторник е вторият ден от седмицата (между понеделник и сряда),https://bg.wikipedia.org/wiki/%D0%92%D1%82%D0%BE%D1%80%D0%BD%D0%B8%D0%BA
